scorer,qrels_variant,threshold,pruning_percent,pipeline,metric,n_queries,mean_full,mean_pruned,mean_diff_pruned_minus_full,lower_bound_relative,lower_bound_absolute,upper_bound_absolute,ci95_low,ci95_high,p_noninferiority,t_noninferiority,passes_pruning_tost_p_lt_0.05,margin_respected_by_mean,margin_respected_by_ci
qualt5,dev.small,0.15,15.0,SPLADE,RR@10,6980,0.29693398371765134,0.28663721744667303,-0.010296766270978305,-0.05,-0.014846699185882568,1000000.0,-0.013175611910000797,-0.007417920631955812,0.0009773547429706953,3.0982041487150376,True,True,True
qualt5,dev.small,0.15,15.0,SPLADE,nDCG@10,6980,0.3525535290063942,0.33920549386447246,-0.013348035141921746,-0.05,-0.01762767645031971,1000000.0,-0.016347232394919198,-0.010348837888924295,0.0025843240110689065,2.797214417244662,True,True,True
qualt5,dev.small,0.15,15.0,SPLADE,R@100,6980,0.8166905444126075,0.7788204393505254,-0.037870105062082146,-0.05,-0.04083452722063038,1000000.0,-0.042928644912196695,-0.0328115652119676,0.12534226147759597,1.148783772228224,False,True,False
qualt5,dev.small,0.15,15.0,TAS-B,RR@10,6980,0.3472977213808159,0.334472642925365,-0.01282507845545095,-0.05,-0.017364886069040793,1000000.0,-0.016209635202084096,-0.009440521708817802,0.004285980598975005,2.6294145733968204,True,True,True
qualt5,dev.small,0.15,15.0,TAS-B,nDCG@10,6980,0.4106574638556805,0.39431989966482534,-0.016337564190855216,-0.05,-0.02053287319278403,1000000.0,-0.01978562111389634,-0.012889507267814094,0.0085496954108423,2.3851348819443423,True,True,True
qualt5,dev.small,0.15,15.0,TAS-B,R@100,6980,0.8869149952244508,0.8443409742120344,-0.04257402101241643,-0.05,-0.04434574976122255,1000000.0,-0.04784177485734304,-0.037306267167489825,0.25485655119864253,0.6593183700808073,False,True,False
qualt5,dev.small,0.3,30.0,BM25,RR@10,6980,0.18427616318733797,0.19438793377905125,0.010111770591713287,-0.05,-0.009213808159366899,1000000.0,0.0043728189394961715,0.0158507222439304,2.1887647856529837e-11,6.6012071219195,True,True,True
qualt5,dev.small,0.3,30.0,BM25,nDCG@10,6980,0.2299347532023317,0.23548750314522332,0.005552749942891644,-0.05,-0.011496737660116586,1000000.0,-0.00010027061741143747,0.011205770503194726,1.7667181820801353e-09,5.912268967678543,True,True,True
qualt5,dev.small,0.3,30.0,BM25,R@100,6980,0.6777578796561604,0.6175501432664756,-0.06020773638968482,-0.05,-0.033887893982808025,1000000.0,-0.06889573152605519,-0.051519741253314454,0.9999999984940413,-5.938641819867693,False,False,False
qualt5,dev.small,0.3,30.0,SPLADE,RR@10,6980,0.29693398371765134,0.2758404398053395,-0.02109354391231182,-0.05,-0.014846699185882568,1000000.0,-0.025188014455689536,-0.016999073368934102,0.9986038720409239,-2.990793147326918,False,False,False
qualt5,dev.small,0.3,30.0,SPLADE,nDCG@10,6980,0.3525535290063942,0.3248713129556235,-0.027682216050770717,-0.05,-0.01762767645031971,1000000.0,-0.03195657489368729,-0.023407857207854144,0.9999979626523677,-4.611207083990953,False,False,False
qualt5,dev.small,0.3,30.0,SPLADE,R@100,6980,0.8166905444126075,0.727375835721108,-0.08931470869149953,-0.05,-0.04083452722063038,1000000.0,-0.09676968232788499,-0.08185973505511407,1.0,-12.747984937806377,False,False,False
qualt5,dev.small,0.3,30.0,TAS-B,RR@10,6980,0.3472977213808159,0.3219687770045936,-0.02532894437622231,-0.05,-0.017364886069040793,1000000.0,-0.02983366558087633,-0.02082422317156829,0.9997339738053161,-3.4656917294340457,False,False,False
qualt5,dev.small,0.3,30.0,TAS-B,nDCG@10,6980,0.4106574638556805,0.3768810253208214,-0.03377643853485911,-0.05,-0.02053287319278403,1000000.0,-0.0384439376443344,-0.029108939425383812,0.9999999861843807,-5.5621678656925875,False,False,False
qualt5,dev.small,0.3,30.0,TAS-B,R@100,6980,0.8869149952244508,0.7856852913085005,-0.10122970391595033,-0.05,-0.04434574976122255,1000000.0,-0.10889317535359071,-0.09356623247830996,1.0,-14.550826135543625,False,False,False
qualt5,dev.small,0.45,45.0,BM25,RR@10,6980,0.18427616318733797,0.18895893027698182,0.0046827670896438835,-0.05,-0.009213808159366899,1000000.0,-0.0017632917620336282,0.011128825941321394,1.2041761854942651e-05,4.226072409818218,True,True,True
qualt5,dev.small,0.45,45.0,BM25,nDCG@10,6980,0.2299347532023317,0.22575765622110147,-0.004177096981230255,-0.05,-0.011496737660116586,1000000.0,-0.010654851552170696,0.0023006575897101863,0.013393498440830806,2.215076295002986,True,True,True
qualt5,dev.small,0.45,45.0,BM25,R@100,6980,0.6777578796561604,0.5628462273161413,-0.11491165234001911,-0.05,-0.033887893982808025,1000000.0,-0.12538442091844962,-0.10443888376158861,1.0,-15.16611324131006,False,False,False
qualt5,dev.small,0.45,45.0,SPLADE,RR@10,6980,0.29693398371765134,0.2575664028744258,-0.039367580843225544,-0.05,-0.014846699185882568,1000000.0,-0.044648239082126506,-0.03408692260432458,1.0,-9.10272530339363,False,False,False
qualt5,dev.small,0.45,45.0,SPLADE,nDCG@10,6980,0.3525535290063942,0.3015692426608965,-0.05098428634549769,-0.05,-0.01762767645031971,1000000.0,-0.05654480163288933,-0.04542377105810605,1.0,-11.759538644864094,False,False,False
qualt5,dev.small,0.45,45.0,SPLADE,R@100,6980,0.8166905444126075,0.6518624641833811,-0.16482808022922635,-0.05,-0.04083452722063038,1000000.0,-0.1743397757853647,-0.155316384673088,1.0,-25.554334798799538,False,False,False
qualt5,dev.small,0.45,45.0,TAS-B,RR@10,6980,0.3472977213808159,0.30150662891708735,-0.045791092463728575,-0.05,-0.017364886069040793,1000000.0,-0.051569877282260874,-0.040012307645196275,1.0,-9.642858604377876,False,False,False
qualt5,dev.small,0.45,45.0,TAS-B,nDCG@10,6980,0.4106574638556805,0.3504479266030418,-0.060209537252638765,-0.05,-0.02053287319278403,1000000.0,-0.06623470180938909,-0.05418437269588843,1.0,-12.9089124238002,False,False,False
qualt5,dev.small,0.45,45.0,TAS-B,R@100,6980,0.8869149952244508,0.7017311365807068,-0.185183858643744,-0.05,-0.04434574976122255,1000000.0,-0.19493455476701219,-0.17543316252047583,1.0,-28.314440200802554,False,False,False
qualt5,dev.small,0.6,60.0,BM25,RR@10,6980,0.18427616318733797,0.17256230954655025,-0.011713853640787737,-0.05,-0.009213808159366899,1000000.0,-0.01900744832270937,-0.004420258958866105,0.7491775407514001,-0.6719387718227786,False,False,False
qualt5,dev.small,0.6,60.0,BM25,nDCG@10,6980,0.2299347532023317,0.20432868007796962,-0.025606073124362087,-0.05,-0.011496737660116586,1000000.0,-0.03308425995537068,-0.01812788629335349,0.9998907579203311,-3.6985684875522766,False,False,False
qualt5,dev.small,0.6,60.0,BM25,R@100,6980,0.6777578796561604,0.48521967526265514,-0.19253820439350527,-0.05,-0.033887893982808025,1000000.0,-0.2047768004055556,-0.18029960838145495,1.0,-25.411642900134414,False,False,False
qualt5,dev.small,0.6,60.0,SPLADE,RR@10,6980,0.29693398371765134,0.22890054350297903,-0.06803344021467231,-0.05,-0.014846699185882568,1000000.0,-0.07470715962489304,-0.06135972080445158,1.0,-15.622799304281912,False,False,False
qualt5,dev.small,0.6,60.0,SPLADE,nDCG@10,6980,0.3525535290063942,0.2657014777417828,-0.08685205126461139,-0.05,-0.01762767645031971,1000000.0,-0.09384320757516584,-0.07986089495405693,1.0,-19.410353583844476,False,False,False
qualt5,dev.small,0.6,60.0,SPLADE,R@100,6980,0.8166905444126075,0.5479942693409742,-0.26869627507163324,-0.05,-0.04083452722063038,1000000.0,-0.2800880613587603,-0.2573044887845062,1.0,-39.21055705937376,False,False,False
qualt5,dev.small,0.6,60.0,TAS-B,RR@10,6980,0.3472977213808159,0.26382538545504164,-0.08347233592577433,-0.05,-0.017364886069040793,1000000.0,-0.0906714572248836,-0.07627321462666506,1.0,-18.000904587107684,False,False,False
qualt5,dev.small,0.6,60.0,TAS-B,nDCG@10,6980,0.4106574638556805,0.3048687947908269,-0.10578866906485364,-0.05,-0.02053287319278403,1000000.0,-0.11327032891966726,-0.09830700921004001,1.0,-22.33826147473546,False,False,False
qualt5,dev.small,0.6,60.0,TAS-B,R@100,6980,0.8869149952244508,0.5823543457497612,-0.3045606494746895,-0.05,-0.04434574976122255,1000000.0,-0.31599408230028475,-0.2931272166490943,1.0,-44.61479816733171,False,False,False
tasb,dev.small,0.15,15.0,BM25,RR@10,6980,0.18427616318733797,0.16950595806613,-0.014770205121207984,-0.05,-0.009213808159366899,1000000.0,-0.019158964550086664,-0.010381445692329305,0.993453143571211,-2.48184643833216,False,False,False
tasb,dev.small,0.15,15.0,BM25,nDCG@10,6980,0.2299347532023317,0.20868750733733843,-0.02124724586499328,-0.05,-0.011496737660116586,1000000.0,-0.0257230366328186,-0.01677145509716796,0.9999901198648172,-4.270521304355349,False,False,False
tasb,dev.small,0.15,15.0,BM25,R@100,6980,0.6777578796561604,0.58932664756447,-0.08843123209169054,-0.05,-0.033887893982808025,1000000.0,-0.0966090629818601,-0.08025340120152098,1.0,-13.074557669466666,False,False,False
tasb,dev.small,0.15,15.0,SPLADE,RR@10,6980,0.29693398371765134,0.26962932642015736,-0.027304657297493973,-0.05,-0.014846699185882568,1000000.0,-0.031812136058872155,-0.022797178536115792,0.9999999688536618,-5.4179699759669955,False,False,False
tasb,dev.small,0.15,15.0,SPLADE,nDCG@10,6980,0.3525535290063942,0.31830346742305204,-0.03425006158334213,-0.05,-0.01762767645031971,1000000.0,-0.038922830272890604,-0.029577292893793655,0.9999999999983108,-6.973366227771816,False,False,False
tasb,dev.small,0.15,15.0,SPLADE,R@100,6980,0.8166905444126075,0.7199617956064949,-0.09672874880611271,-0.05,-0.04083452722063038,1000000.0,-0.10417764303401723,-0.08927985457820818,1.0,-14.709520696422489,False,False,False
tasb,dev.small,0.15,15.0,TAS-B,RR@10,6980,0.3472977213808159,0.31497430299722556,-0.0323234183835903,-0.05,-0.017364886069040793,1000000.0,-0.03728794087868049,-0.027358895888500108,0.9999999981713455,-5.90656405184639,False,False,False
tasb,dev.small,0.15,15.0,TAS-B,nDCG@10,6980,0.4106574638556805,0.36946018713596185,-0.04119727671971876,-0.05,-0.02053287319278403,1000000.0,-0.046308085001748905,-0.03608646843768862,0.9999999999999987,-7.92604805168536,False,False,False
tasb,dev.small,0.15,15.0,TAS-B,R@100,6980,0.8869149952244508,0.780730659025788,-0.10618433619866285,-0.05,-0.04434574976122255,1000000.0,-0.11391896429524578,-0.09844970810207992,1.0,-15.672689655532682,False,False,False
tasb,dev.small,0.3,30.0,BM25,RR@10,6980,0.18427616318733797,0.1509004184290717,-0.03337574475826625,-0.05,-0.009213808159366899,1000000.0,-0.038516051006952795,-0.028235438509579703,1.0,-9.214380945318368,False,False,False
tasb,dev.small,0.3,30.0,BM25,nDCG@10,6980,0.2299347532023317,0.1839527826693734,-0.0459819705329583,-0.05,-0.011496737660116586,1000000.0,-0.05140251427131661,-0.04056142679459999,1.0,-12.471357443242116,False,False,False
tasb,dev.small,0.3,30.0,BM25,R@100,6980,0.6777578796561604,0.5029130850047755,-0.1748447946513849,-0.05,-0.033887893982808025,1000000.0,-0.1851173222161403,-0.16457226708662948,1.0,-26.898771365180604,False,False,False
tasb,dev.small,0.3,30.0,SPLADE,RR@10,6980,0.29693398371765134,0.2385071292127166,-0.05842685450493473,-0.05,-0.014846699185882568,1000000.0,-0.06461248042842932,-0.052241228581440154,1.0,-13.811108532045848,False,False,False
tasb,dev.small,0.3,30.0,SPLADE,nDCG@10,6980,0.3525535290063942,0.2796844460272065,-0.0728690829791877,-0.05,-0.01762767645031971,1000000.0,-0.07931367287382216,-0.06642449308455325,1.0,-16.803233354161463,False,False,False
tasb,dev.small,0.3,30.0,SPLADE,R@100,6980,0.8166905444126075,0.6138490926456543,-0.20284145176695323,-0.05,-0.04083452722063038,1000000.0,-0.21299260439004858,-0.19269029914385788,1.0,-31.285394597523734,False,False,False
tasb,dev.small,0.3,30.0,TAS-B,RR@10,6980,0.3472977213808159,0.2776319529722109,-0.06966576840860508,-0.05,-0.017364886069040793,1000000.0,-0.07629830727675659,-0.06303322954045358,1.0,-15.457976003193385,False,False,False
tasb,dev.small,0.3,30.0,TAS-B,nDCG@10,6980,0.4106574638556805,0.3228209101497531,-0.08783655370592744,-0.05,-0.02053287319278403,1000000.0,-0.0947190924479126,-0.08095401496394228,1.0,-19.169622758829114,False,False,False
tasb,dev.small,0.3,30.0,TAS-B,R@100,6980,0.8869149952244508,0.6616284622731613,-0.2252865329512894,-0.05,-0.04434574976122255,1000000.0,-0.2356806849318404,-0.21489238097073837,1.0,-34.12485541283168,False,False,False
tasb,dev.small,0.45,45.0,BM25,RR@10,6980,0.18427616318733797,0.12996901578205303,-0.05430714740528494,-0.05,-0.009213808159366899,1000000.0,-0.06015783817130778,-0.0484564566392621,1.0,-15.108754665789535,False,False,False
tasb,dev.small,0.45,45.0,BM25,nDCG@10,6980,0.2299347532023317,0.1570652628699256,-0.0728694903324061,-0.05,-0.011496737660116586,1000000.0,-0.07907720259580403,-0.06666177806900817,1.0,-19.38060993812827,False,False,False
tasb,dev.small,0.45,45.0,BM25,R@100,6980,0.6777578796561604,0.41807545367717286,-0.2596824259789876,-0.05,-0.033887893982808025,1000000.0,-0.2713146227340686,-0.24805022922390663,1.0,-38.05179057031672,False,False,False
tasb,dev.small,0.45,45.0,SPLADE,RR@10,6980,0.29693398371765134,0.20680038204393505,-0.09013360167371628,-0.05,-0.014846699185882568,1000000.0,-0.09737205561070843,-0.08289514773672414,1.0,-20.389051892461826,False,False,False
tasb,dev.small,0.45,45.0,SPLADE,nDCG@10,6980,0.3525535290063942,0.2400052763682527,-0.1125482526381415,-0.05,-0.01762767645031971,1000000.0,-0.1200989666384464,-0.1049975386378366,1.0,-24.643123975005025,False,False,False
tasb,dev.small,0.45,45.0,SPLADE,R@100,6980,0.8166905444126075,0.5069961795606495,-0.309694364851958,-0.05,-0.04083452722063038,1000000.0,-0.32138986312139645,-0.29799886658251956,1.0,-45.06409147775331,False,False,False
tasb,dev.small,0.45,45.0,TAS-B,RR@10,6980,0.3472977213808159,0.23783639195888479,-0.10946132942193114,-0.05,-0.017364886069040793,1000000.0,-0.11728660854973279,-0.10163605029412949,1.0,-23.071000981076367,False,False,False
tasb,dev.small,0.45,45.0,TAS-B,nDCG@10,6980,0.4106574638556805,0.2745094920686844,-0.1361479717869961,-0.05,-0.02053287319278403,1000000.0,-0.14423990055283017,-0.12805604302116205,1.0,-28.008246482739892,False,False,False
tasb,dev.small,0.45,45.0,TAS-B,R@100,6980,0.8869149952244508,0.5404966571155683,-0.3464183381088825,-0.05,-0.04434574976122255,1000000.0,-0.3581474559060454,-0.3346892203117196,1.0,-50.48581665066461,False,False,False
tasb,dev.small,0.6,60.0,BM25,RR@10,6980,0.18427616318733797,0.10282684086050847,-0.08144932232682948,-0.05,-0.009213808159366899,1000000.0,-0.08797819971051424,-0.07492044494314473,1.0,-21.688807434821673,False,False,False
tasb,dev.small,0.6,60.0,BM25,nDCG@10,6980,0.2299347532023317,0.12261491185509547,-0.10731984134723623,-0.05,-0.011496737660116586,1000000.0,-0.11425821379096618,-0.10038146890350627,1.0,-27.072978708179203,False,False,False
tasb,dev.small,0.6,60.0,BM25,R@100,6980,0.6777578796561604,0.31973495702005733,-0.35802292263610314,-0.05,-0.033887893982808025,1000000.0,-0.3704769190521631,-0.34556892622004315,1.0,-51.020022682795904,False,False,False
tasb,dev.small,0.6,60.0,SPLADE,RR@10,6980,0.29693398371765134,0.16058062718879335,-0.13635335652885797,-0.05,-0.014846699185882568,1000000.0,-0.1444752387921694,-0.12823147426554654,1.0,-29.326943386632806,False,False,False
tasb,dev.small,0.6,60.0,SPLADE,nDCG@10,6980,0.3525535290063942,0.18577997143012756,-0.16677355757626663,-0.05,-0.01762767645031971,1000000.0,-0.1752225018025045,-0.15832461335002876,1.0,-34.60447285266566,False,False,False
tasb,dev.small,0.6,60.0,SPLADE,R@100,6980,0.8166905444126075,0.3800262655205348,-0.43666427889207265,-0.05,-0.04083452722063038,1000000.0,-0.4490684644726603,-0.424260093311485,1.0,-62.555225726625586,False,False,False
tasb,dev.small,0.6,60.0,TAS-B,RR@10,6980,0.3472977213808159,0.18510762041206166,-0.16219010096875425,-0.05,-0.017364886069040793,1000000.0,-0.1708955478118619,-0.1534846541256466,1.0,-32.61193217557193,False,False,False
tasb,dev.small,0.6,60.0,TAS-B,nDCG@10,6980,0.4106574638556805,0.21233981226225646,-0.19831765159342407,-0.05,-0.02053287319278403,1000000.0,-0.20727251920053258,-0.18936278398631556,1.0,-38.9187445404604,False,False,False
tasb,dev.small,0.6,60.0,TAS-B,R@100,6980,0.8869149952244508,0.40372492836676216,-0.48319006685768867,-0.05,-0.04434574976122255,1000000.0,-0.4955194990843651,-0.47086063463101224,1.0,-69.7735496649538,False,False,False
tasb,test-2019_test-2020,0.15,15.0,BM25,RR@10,97,0.7986786123384061,0.8009450171821305,0.0022664048437244324,-0.05,-0.039933930616920306,1000000.0,-0.04496492829540667,0.04949773798285553,0.03965456222699596,1.773547309875212,True,True,False
tasb,test-2019_test-2020,0.15,15.0,BM25,nDCG@10,97,0.4873823836823968,0.4734711841055438,-0.013911199576852967,-0.05,-0.02436911918411984,1000000.0,-0.03815680342848267,0.010334404274776735,0.19701280196195736,0.8561884652867511,False,True,False
tasb,test-2019_test-2020,0.15,15.0,BM25,R@100,97,0.4769567428702133,0.41534187958958707,-0.061614863280626236,-0.05,-0.023847837143510665,1000000.0,-0.09079870940472123,-0.032431017156531246,0.9941268941761566,-2.5687825400594315,False,False,False
tasb,test-2019_test-2020,0.15,15.0,SPLADE,RR@10,97,0.8618106692848961,0.8569137620684012,-0.004896907216494845,-0.05,-0.04309053346424481,1000000.0,-0.017763103269824023,0.007969288836834332,2.8145768340967807e-08,5.892475801551764,True,True,True
tasb,test-2019_test-2020,0.15,15.0,SPLADE,nDCG@10,97,0.5903063303445052,0.5701168681218586,-0.020189462222646583,-0.05,-0.029515316517225262,1000000.0,-0.03762521880750191,-0.0027537056377912594,0.14551606103890122,1.0617075534561002,False,True,False
tasb,test-2019_test-2020,0.15,15.0,SPLADE,R@100,97,0.4689618970534333,0.4088790698144043,-0.0600828272390288,-0.05,-0.023448094852671665,1000000.0,-0.08706510726497177,-0.033100547213085835,0.9958455087459304,-2.6950787321952734,False,False,False
tasb,test-2019_test-2020,0.15,15.0,TAS-B,RR@10,97,0.9354933726067747,0.9221076746849942,-0.013385697921780394,-0.05,-0.04677466863033874,1000000.0,-0.03083776945582397,0.004066373612263183,0.00012802380496702376,3.797634160814203,True,True,True
tasb,test-2019_test-2020,0.15,15.0,TAS-B,nDCG@10,97,0.697936757957595,0.6654545444596247,-0.03248221349797045,-0.05,-0.03489683789787975,1000000.0,-0.0530091906244292,-0.011955236371511708,0.407936262509463,0.23349719359709867,False,True,False
tasb,test-2019_test-2020,0.15,15.0,TAS-B,R@100,97,0.553444309695361,0.4910405108638632,-0.06240379883149778,-0.05,-0.02767221548476805,1000000.0,-0.08526539777313914,-0.03954219988985641,0.998359106224629,-3.0156091983713518,False,False,False
tasb,test-2019_test-2020,0.3,30.0,BM25,RR@10,97,0.7986786123384061,0.8031786941580756,0.004500081819669451,-0.05,-0.039933930616920306,1000000.0,-0.04763388411650776,0.05663404775584667,0.046962852403352094,1.691811010368574,True,True,False
tasb,test-2019_test-2020,0.3,30.0,BM25,nDCG@10,97,0.4873823836823968,0.4602266793968167,-0.027155704285579986,-0.05,-0.02436911918411984,1000000.0,-0.05727316007201799,0.002961751500858017,0.5726656482742507,-0.18365853172880714,False,False,False
tasb,test-2019_test-2020,0.3,30.0,BM25,R@100,97,0.4769567428702133,0.3664267322021674,-0.11053001066804587,-0.05,-0.023847837143510665,1000000.0,-0.14836142163139737,-0.07269859970469437,0.9999920949470221,-4.548145315074144,False,False,False
tasb,test-2019_test-2020,0.3,30.0,SPLADE,RR@10,97,0.8618106692848961,0.8251268204876452,-0.036683848797250854,-0.05,-0.04309053346424481,1000000.0,-0.079528465823096,0.006160768228594293,0.38362233279115054,0.2968206845036785,False,True,False
tasb,test-2019_test-2020,0.3,30.0,SPLADE,nDCG@10,97,0.5903063303445052,0.5385802007383663,-0.05172612960613893,-0.05,-0.029515316517225262,1000000.0,-0.08162004490799442,-0.021832214304283445,0.9282333614619159,-1.4748190420244127,False,False,False
tasb,test-2019_test-2020,0.3,30.0,SPLADE,R@100,97,0.4689618970534333,0.3612624557992908,-0.10769944125414242,-0.05,-0.023448094852671665,1000000.0,-0.14333685270577523,-0.07206202980250963,0.9999955286436039,-4.692753879143555,False,False,False
tasb,test-2019_test-2020,0.3,30.0,TAS-B,RR@10,97,0.9354933726067747,0.9003436426116838,-0.03514972999509082,-0.05,-0.04677466863033874,1000000.0,-0.07352273090603179,0.003223270915850139,0.2745145886679241,0.6013426176136947,False,True,False
tasb,test-2019_test-2020,0.3,30.0,TAS-B,nDCG@10,97,0.697936757957595,0.6262963766743977,-0.07164038128319732,-0.05,-0.03489683789787975,1000000.0,-0.10553370815975627,-0.03774705440663837,0.9830435874692331,-2.1519090597257864,False,False,False
tasb,test-2019_test-2020,0.3,30.0,TAS-B,R@100,97,0.553444309695361,0.4265941063176194,-0.12685020337774167,-0.05,-0.02767221548476805,1000000.0,-0.1600117757967904,-0.09368863095869293,0.9999999768717025,-5.936592738397448,False,False,False
tasb,test-2019_test-2020,0.45,45.0,BM25,RR@10,97,0.7986786123384061,0.7928244149893635,-0.00585419734904271,-0.05,-0.039933930616920306,1000000.0,-0.06201883365205157,0.05031043895396615,0.11568757428924777,1.2044542675027479,False,True,False
tasb,test-2019_test-2020,0.45,45.0,BM25,nDCG@10,97,0.4873823836823968,0.43117131006298587,-0.05621107361941084,-0.05,-0.02436911918411984,1000000.0,-0.0893020185398315,-0.023120128698990196,0.9704449630416768,-1.910062712157048,False,False,False
tasb,test-2019_test-2020,0.45,45.0,BM25,R@100,97,0.4769567428702133,0.3015336113597235,-0.17542313151048977,-0.05,-0.023847837143510665,1000000.0,-0.21788259314205508,-0.13296366987892447,0.9999999998845963,-7.086161005641972,False,False,False
tasb,test-2019_test-2020,0.45,45.0,SPLADE,RR@10,97,0.8618106692848961,0.8071264932089673,-0.05468417607592865,-0.05,-0.04309053346424481,1000000.0,-0.10336498383818846,-0.006003368313668843,0.6812629290133112,-0.47273658255792306,False,False,False
tasb,test-2019_test-2020,0.45,45.0,SPLADE,nDCG@10,97,0.5903063303445052,0.49187912129222705,-0.0984272090522782,-0.05,-0.029515316517225262,1000000.0,-0.13390224055089744,-0.06295217755365896,0.9998957244651181,-3.8559240057423394,False,False,False
tasb,test-2019_test-2020,0.45,45.0,SPLADE,R@100,97,0.4689618970534333,0.29874377785172346,-0.17021811920170973,-0.05,-0.023448094852671665,1000000.0,-0.21302338332704557,-0.1274128550763739,0.9999999995680036,-6.806083356542784,False,False,False
tasb,test-2019_test-2020,0.45,45.0,TAS-B,RR@10,97,0.9354933726067747,0.8874570446735395,-0.04803632793323515,-0.05,-0.04677466863033874,1000000.0,-0.09075835145578748,-0.005314304410682827,0.523311767841636,-0.05862020841368906,False,False,False
tasb,test-2019_test-2020,0.45,45.0,TAS-B,nDCG@10,97,0.697936757957595,0.5833457476542105,-0.11459101030338449,-0.05,-0.03489683789787975,1000000.0,-0.15329118956124732,-0.07589083104552165,0.9999547450706082,-4.0876214265399,False,False,False
tasb,test-2019_test-2020,0.45,45.0,TAS-B,R@100,97,0.553444309695361,0.34959746902575545,-0.20384684066960548,-0.05,-0.02767221548476805,1000000.0,-0.24452594188632143,-0.16316773945288954,0.9999999999999235,-8.59664684376209,False,False,False
tasb,test-2019_test-2020,0.6,60.0,BM25,RR@10,97,0.7986786123384061,0.7158361970217639,-0.0828424153166421,-0.05,-0.039933930616920306,1000000.0,-0.1560837554094296,-0.00960107522385463,0.8761245491864852,-1.1629042949325277,False,False,False
tasb,test-2019_test-2020,0.6,60.0,BM25,nDCG@10,97,0.4873823836823968,0.3595093155097507,-0.12787306817264604,-0.05,-0.02436911918411984,1000000.0,-0.17334723710613606,-0.08239889923915603,0.9999911102928903,-4.518031219530927,False,False,False
tasb,test-2019_test-2020,0.6,60.0,BM25,R@100,97,0.4769567428702133,0.20745694650773522,-0.2694997963624782,-0.05,-0.023847837143510665,1000000.0,-0.32060763601585746,-0.21839195670909892,0.9999999999999992,-9.54090974014134,False,False,False
tasb,test-2019_test-2020,0.6,60.0,SPLADE,RR@10,97,0.8618106692848961,0.7284077892325316,-0.13340288005236456,-0.05,-0.04309053346424481,1000000.0,-0.2025700265491019,-0.06423573355562723,0.9944815626495653,-2.5918170720462768,False,False,False
tasb,test-2019_test-2020,0.6,60.0,SPLADE,nDCG@10,97,0.5903063303445052,0.4047428323507888,-0.1855634979937164,-0.05,-0.029515316517225262,1000000.0,-0.23644949837170523,-0.1346774976157276,0.9999999882212134,-6.0871986356343,False,False,False
tasb,test-2019_test-2020,0.6,60.0,SPLADE,R@100,97,0.4689618970534333,0.20638925558733293,-0.26257264146610027,-0.05,-0.023448094852671665,1000000.0,-0.31462551408045186,-0.21051976885174867,0.9999999999999941,-9.118775769519292,False,False,False
tasb,test-2019_test-2020,0.6,60.0,TAS-B,RR@10,97,0.9354933726067747,0.8163639338897071,-0.11912943871706758,-0.05,-0.04677466863033874,1000000.0,-0.1813413859010208,-0.05691749153311435,0.9884446572948926,-2.308609358615869,False,False,False
tasb,test-2019_test-2020,0.6,60.0,TAS-B,nDCG@10,97,0.697936757957595,0.466384439497517,-0.23155231846007807,-0.05,-0.03489683789787975,1000000.0,-0.2835678406747683,-0.17953679624538782,0.9999999999843627,-7.504645288023495,False,False,False
tasb,test-2019_test-2020,0.6,60.0,TAS-B,R@100,97,0.553444309695361,0.24181780007370002,-0.311626509621661,-0.05,-0.02767221548476805,1000000.0,-0.36168054862372534,-0.26157247061959665,1.0,-11.260726013146526,False,False,False
